num_children	level	entropy	env_vector	num_samp	num_env
7	7	2.26923169151	"[ 0.          0.          0.          0.          1.          0.          0.
  0.          0.83333333  0.          0.14285714  0.66666667  3.28095238
  0.          0.33333333  0.74285714  0.        ]"	29	17
3	6	2.0880342908	"[ 0.          0.          0.66666667  0.2         0.          0.33333333
  0.          0.          0.          0.6         0.          0.          0.
  1.2         0.          0.          0.        ]"	12	17
135	6	3.63303994227	"[  4.79765512   0.46825397   3.48412698   4.71428571   2.6031746
   5.4542328    1.           2.22222222  13.50132275   3.12202381
  13.13702501  16.11559043  18.8047619    4.87189755   9.70502646
  21.84201539   9.15638528]"	464	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]	1	17
3	6	2.28173191203	"[ 0.          0.          0.          0.          0.21428571  0.42857143
  0.66666667  0.          0.          0.          0.          0.61904762
  0.          0.          0.07142857  1.          0.        ]"	18	17
2	6	1.5	"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.   1.   0.   0.   0.   0.5
  0.   0. ]"	4	17
45	6	3.57092439833	"[ 0.30952381  1.          2.08333333  1.91666667  1.          0.57142857
  1.          0.          5.75        1.22857143  3.77142857  5.65714286
  8.55952381  3.48253968  4.64126984  2.27777778  1.75079365]"	182	17
7	3	2.75023060543	"[ 0.          0.          0.          1.          1.          0.          0.
  0.          0.14285714  0.          1.25595238  0.          1.23809524
  1.23809524  0.125       0.          1.        ]"	35	17
210	3	3.58360791484	"[  7.98768997   3.85192308  10.87852077   4.33452381   2.66028829
   8.26874367   1.44347826   0.63898176  11.89429817   4.58241758
  25.55121751  42.28148645  29.33030852  14.42632979  11.62330188
  19.01956742  11.22692308]"	585	17
28	6	3.45805513999	"[ 0.9   0.    4.25  0.    0.    2.    1.    0.    1.95  1.    4.25  1.
  3.15  3.5   1.    3.    1.  ]"	80	17
300	4	3.52657616146	"[ 15.24400657   2.25        10.66430396   4.37114792   6.48240741
   6.03143406   2.           1.7450584   23.74427144   3.56187364
  44.300167    39.60127145  51.44298023  17.90296235  21.38283852
  36.87148791  12.40378914]"	831	17
5	7	1.92192809489	[ 0.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.]	16	17
71	2	3.470370501	"[  0.00000000e+00   1.04597701e+00   2.75000000e+00   1.23448276e+00
   7.29885057e-02   3.21465517e+00   1.14942529e-02   5.50000000e-01
   5.35748360e+00   3.13300493e+00   8.96713519e+00   1.25773399e+01
   1.05534287e+01   4.21326135e+00   6.22462423e+00   6.56391090e+00
   4.53021346e+00]"	388	17
1	6	0.811278124459	"[ 0.    0.    0.    0.25  0.    0.    0.    0.    0.    0.75  0.    0.    0.
  0.    0.    0.    0.  ]"	4	17
9	6	2.70406666997	"[ 0.    0.    1.    2.    0.5   0.    0.    0.    1.    0.    0.    1.25
  1.5   0.    1.75  0.    0.  ]"	19	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]	1	17
30	6	3.61316345476	"[ 1.          1.          1.5         0.5         0.          1.          0.
  0.28571429  3.2         3.          1.0625      3.26190476  2.9
  2.78571429  1.          2.9         4.60416667]"	101	17
10	5	3.19987623475	"[ 0.          0.          0.90909091  0.          0.          0.25        1.
  0.          1.25        1.          0.5         1.          1.5         0.
  0.          1.59090909  1.        ]"	29	17
29	5	3.38204642708	"[ 1.          0.03208556  0.03208556  1.29411765  0.10795455  1.50534759
  0.          0.17045455  2.625       1.712726    1.          6.53571429
  4.54093456  1.24966578  2.19451872  3.36011905  1.63927617]"	299	17
2	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.]	2	17
24	5	3.27631801259	"[ 1.          0.          2.55        1.          0.3         0.3         1.
  0.06666667  3.97727273  0.          3.13333333  0.          2.95606061
  1.06666667  0.56666667  5.08333333  1.        ]"	118	17
71	4	3.48524009983	"[  2.75         1.           0.5          2.33333333   2.64285714
   1.80952381   1.           0.           3.53735335   0.          11.46936759
   9.375       10.00271347   7.25         3.25         9.57985131   4.5       ]"	248	17
5	7	2.62775953159	"[ 0.07142857  0.          0.          0.          0.          0.07142857
  0.          0.          0.          0.          0.89285714  1.          0.25
  0.85714286  0.          1.10714286  0.75      ]"	25	17
28	5	3.08149641527	"[ 0.54        0.          0.          0.          1.62        0.37333333
  0.          0.          4.46322981  0.37333333  2.41333333  1.83333333
  3.02807453  4.18869565  6.16666667  3.          0.        ]"	117	17
14	6	2.63973376874	"[ 1.          0.          0.          0.          0.          0.          0.
  0.          2.92380952  0.          2.88690476  1.          3.54642857
  0.03571429  0.          1.60714286  1.        ]"	69	17
22	5	3.15399533553	"[ 0.2452381   0.          0.75        0.          0.1352381   0.30020704
  1.          0.04761905  2.88405797  0.          4.53971014  1.09109731
  5.15320911  0.51449275  2.03623188  1.80289855  1.5       ]"	151	17
265	5	3.69019502796	"[ 11.97149533   0.83119159  13.38416778   6.36666667   5.59787151
  10.93597594   9.11904762   1.87083333  18.72937639   7.63484848
  38.33962595  44.72107892  28.31550961  16.18564391  18.81918816
  23.01040747   9.16707133]"	758	17
63	5	3.62216389835	"[  2.11160714   1.33333333   5.51666667   0.315625     0.3          5.02142857
   1.           0.375        4.00952381   1.125       10.01428571   5.5
   7.57619048   2.265625     3.69047619   8.01190476   4.83333333]"	219	17
3	7	0.249882292833	"[ 0.     0.     0.125  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     2.875  0.   ]"	12	17
547	4	3.66582966386	"[ 17.48310703   1.30904575  22.76355258  15.2500836    7.26685485
  22.49988736  10.28119232   4.16987359  53.54366303  21.03685854
  68.24799099  73.18202528  83.21113676  37.04111405  31.14926219
  52.26462392  26.29972815]"	954	17
62	2	3.52079075032	"[  3.45454545   0.55882353   3.           0.           1.14973262
   0.64935065   1.           1.09090909   8.47811791   2.2254902
   8.37970522   8.72647059  10.46356765   2.42037037   3.55882353
   5.29427326   1.54981993]"	246	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.]	1	17
16	6	3.10476980815	"[ 0.08333333  0.          1.          0.          0.          0.
  0.33333333  0.08333333  3.          0.          2.66666667  3.
  1.41666667  1.33333333  1.125       1.66666667  0.29166667]"	47	17
9	5	2.93552050428	"[ 1.25  0.5   1.    1.    0.    0.    0.    0.    0.    0.5   2.5   1.25
  0.5   0.    0.    0.    0.5 ]"	37	17
486	4	3.62943636089	"[ 12.08206821   7.49086342  28.48838061   4.87274573   6.94372781
  20.29416144   3.33333333   3.75266689  45.38134715  15.65319145
  59.21652054  73.88174511  69.39150573  32.98893805  28.48105879
  50.66519722  23.08254852]"	1228	17
1	7	-0.0	[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	1	17
6	6	2.45231069458	"[ 1.          0.          0.          0.          0.          0.          0.
  0.          1.38095238  0.          1.11111111  0.          1.28571429
  0.22222222  0.          1.          0.        ]"	21	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]	2	17
61	6	3.38728313842	"[ 0.3         0.          2.          0.          1.125       1.13529412
  0.          0.50392157  6.73888889  5.5         7.78452381  9.72013458
  7.8225957   1.63501401  4.04891304  7.67142857  5.01428571]"	239	17
168	6	3.52464391987	"[  6.19428571   1.13333333   5.53333333   2.29090909   2.09727273
   5.15450216   0.           1.21428571  18.36563992   4.9047619   21.299445
  31.03731269  19.23228438  15.36873016  10.66482684  16.85788656
   6.65119048]"	554	17
4	6	1.5	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  2.  0.  0.  1.  0.]	7	17
19	5	2.69326183181	"[ 0.06153846  0.          0.          0.          0.          0.          0.
  0.01538462  3.8         0.          3.8762933   3.6974359   3.53376068
  1.31801619  1.28076923  1.401417    0.01538462]"	157	17
74	4	3.68312310622	"[ 5.16822682  1.50571429  4.91666667  0.5         1.11097744  0.23849748
  1.1         3.          8.65287046  3.          8.78305698  6.56843352
  8.07682461  5.46291739  4.95        9.69957127  1.26624308]"	446	17
1	7	0.764204506509	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.22222222  0.77777778
  0.          0.          0.          0.        ]"	9	17
34	6	3.17653472127	"[ 2.          0.          0.          0.325       0.          1.1
  1.33333333  0.          5.12020202  0.25        4.55555556  3.2
  5.72424242  2.7         1.29166667  6.4         0.        ]"	120	17
24	6	3.20017904952	"[ 0.          0.          0.          1.          0.16666667  0.08333333
  0.          0.16666667  1.70833333  1.08333333  3.95321637  3.13304094
  3.625       2.63247863  0.2748538   3.25        2.92307692]"	130	17
2	5	1.64773092212	"[ 0.   0.   0.   1.   0.   0.   0.   0.   0.   0.1  0.6  0.   0.3  0.   0.
  0.   0. ]"	11	17
8	6	2.7098683589	"[ 0.    0.    0.    0.    0.    1.    0.    0.    1.    0.    2.25  1.
  0.75  0.    1.    0.    1.  ]"	25	17
2	6	1.0	[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]	3	17
2	3	1.45914562126	"[ 0.          0.          0.          0.          0.          0.66666667
  0.          0.          0.33333333  0.          0.          1.          0.
  0.          0.          0.          0.        ]"	8	17
53	6	3.40364071033	"[ 1.04166667  0.11111111  4.42222222  0.8         0.24444444  1.03174603
  0.          0.          6.7034127   2.52747253  8.325       7.95585366
  1.8567712   4.23452381  3.17473421  8.2283585   2.34268293]"	305	17
3	6	1.80163132682	"[ 1.          0.          0.16666667  0.83333333  0.          0.          0.
  0.          0.          0.          0.          0.          1.          0.
  0.          0.          0.        ]"	20	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]	1	17
10	6	2.64991082797	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          2.19444444  1.          2.25        2.03703704  0.51851852
  0.          0.          1.          1.        ]"	43	17
3	3	1.58496250072	[ 1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.]	6	17
17	6	2.99866253795	"[ 1.21428571  0.          0.35714286  2.45634921  0.          1.          0.
  0.          0.          0.27777778  1.          1.59166667  5.33333333
  0.          2.02222222  1.33333333  0.41388889]"	114	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.]	2	17
13	5	2.91671715238	"[ 1.375       0.          1.33333333  0.66666667  0.          0.          0.
  0.          2.08333333  0.125       1.33333333  0.          3.08333333
  2.          0.          0.          1.        ]"	38	17
276	3	3.55886728879	"[ 12.67785159   1.07333333  16.88981324   6.54040747   6.07507452
  12.20109274   1.06180837   0.38586922  27.42544532   2.0967366
  35.53046756  43.16231202  41.34259622  18.40378136  13.40621444
  25.0816557   12.64554032]"	751	17
228	4	3.60053805705	"[ 10.21860458   0.18382353  10.65807748   7.65833333   2.75411892
   8.32815052   2.1          1.66650668  29.30159598   4.03333333
  34.324208    29.99411534  27.48566087  12.3528702   17.13386554
  20.87600518   8.9307305 ]"	773	17
79	5	3.51927038731	"[  2.4625       1.33333333   0.1          0.25         3.33333333
   1.00980392   1.16666667   2.           6.43137255   3.0625      11.62904783
  14.36592885  11.04114637   5.83504902   7.58910207   5.38159537
   2.00862069]"	331	17
29	6	3.37936316958	"[ 1.07142857  0.          1.          0.          1.          0.          1.
  0.          3.16666667  2.          3.07142857  3.85714286  5.78571429
  2.33333333  0.07142857  2.80952381  1.83333333]"	54	17
1	6	1.0	"[ 0.   0.   0.   0.   0.   0.5  0.   0.   0.   0.   0.   0.   0.5  0.   0.
  0.   0. ]"	2	17
2	7	0.98267124139	"[ 0.          0.          0.          0.          0.5         0.          0.
  0.          0.          0.          1.44444444  0.          0.          0.
  0.          0.05555556  0.        ]"	20	17
20	5	2.78955116007	"[ 0.          0.          2.36666667  0.3         0.          0.          0.
  0.          2.16666667  0.14285714  1.08333333  5.21428571  1.75        0.5
  0.          5.16666667  1.30952381]"	79	17
217	6	3.63229904706	"[  6.19613527   2.54688645  10.64194139   5.3282906    4.45314397
   5.44821667   4.           0.8547619   21.13651765   4.98668196
  29.15866495  34.77449741  31.83910123  13.20391161  13.37258049
  18.45473259  10.60393585]"	865	17
130	4	3.59667205129	"[  1.42245989   0.5          7.68267231   3.68674242   3.20972222
   3.51696311   0.           0.45833333  12.19255838   5.93809524
  14.59209049  16.51425155  18.5503188    9.56406289  10.40232288
  15.06773809   6.70166839]"	459	17
18	4	3.42407125335	"[ 1.14285714  0.          0.          0.          1.2         1.04761905
  0.5         0.0952381   2.19047619  1.          3.55        1.25
  1.73809524  0.42857143  0.04761905  2.22619048  1.58333333]"	77	17
128	4	3.52152998874	"[  3.97846001   3.           6.25217093   1.17519212   1.28871739
   5.80822551   3.           3.20369532  11.32734037   1.06142102
  22.07205682  28.71171438  11.21970433   7.03095107   5.17083491
  10.97765755   2.72185825]"	542	17
7	6	2.47887477523	"[ 0.          0.          0.2         0.          0.3         0.5         0.
  0.          0.          0.          1.71428571  1.23809524  0.          2.
  0.          1.04761905  0.        ]"	50	17
43	4	3.43742866164	"[ 3.4047619   0.          3.3         0.5         0.3961039   1.80952381
  0.          0.07142857  2.43739594  1.15384615  1.          8.925
  4.76265401  3.5         4.27142857  5.84285714  1.625     ]"	115	17
54	6	3.26360688809	"[  0.2          0.           3.           1.26666667   0.1          1.5
   0.           0.           7.24675325   0.85        11.59761905
   7.64285714   6.68658009   2.48095238   2.5952381    6.33333333   2.5       ]"	194	17
5	6	2.30122615022	"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.1
  1.275  1.1    0.     1.     1.225  0.3  ]"	23	17
9	6	2.84641278168	"[ 0.25        0.          0.75        0.          0.          0.          0.
  0.          0.94        0.          2.33333333  2.5         0.39333333
  0.66666667  0.16666667  0.5         0.5       ]"	76	17
1	6	0.918295834054	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.33333333  0.          0.66666667  0.          0.          0.
  0.          0.          0.        ]"	3	17
36	6	3.33893104742	"[ 1.54761905  0.16666667  1.03333333  0.33333333  0.5         0.57142857
  0.          0.14285714  5.          0.          4.28095238  5.75
  2.76190476  5.4         1.38095238  5.25595238  1.875     ]"	143	17
7	5	2.72769300533	"[ 0.          0.          0.          1.          0.          0.          0.
  0.          0.          0.5         1.90909091  1.25        0.75        1.
  0.          0.09090909  0.5       ]"	22	17
11	3	2.80093306476	"[ 2.          0.          0.          0.          0.          0.          0.
  0.          0.03846154  0.          1.40897436  1.875       0.69230769
  2.08589744  1.2775641   1.55512821  0.06666667]"	84	17
58	5	3.6380674558	"[ 2.29166667  0.34234234  3.05405405  0.64144144  3.          1.88400901
  1.          0.          3.31633222  2.69069069  8.70968502  7.3254902
  5.93053221  4.30844214  4.22777778  8.06801242  1.20952381]"	327	17
32	5	3.54757514751	"[ 0.9         0.          4.25        0.          1.          2.          1.
  0.          2.80714286  1.          5.22619048  1.          3.15        3.5
  1.66666667  3.5         1.        ]"	91	17
4	6	2.27729208376	"[ 0.          0.          0.66666667  0.          0.          0.          0.
  0.          1.          0.          0.83333333  0.          0.          0.5
  0.          1.          0.        ]"	8	17
313	5	3.61723184092	"[ 11.42367486   1.35711279  15.14953704   8.63181818   6.41692      9.644504
   2.33333333   0.96140997  28.75740795   9.51046229  41.93938672
  48.81472857  41.32008361  17.86631366  28.33827522  28.59176687
  11.94326493]"	836	17
2	7	1.0	[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]	3	17
185	3	3.58639220149	"[ 11.54365079   2.01515152   7.16120527   0.83333333   2.79465744
   8.05901857   1.           0.85481969  19.07100478   1.73461538
  23.6094717   23.36688731  21.65437399  18.00384185  16.52075501
  19.42654622   7.35066713]"	669	17
14	2	3.11993478807	"[ 1.          0.          0.          0.          0.25        0.25        0.5
  0.          2.41666667  0.          1.35416667  1.58333333  2.89583333
  2.16666667  0.58333333  0.          1.        ]"	79	17
1	5	0.918295834054	"[ 0.66666667  0.          0.33333333  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.        ]"	3	17
2	6	1.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.]	3	17
14	6	2.63804893753	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          2.          3.14285714  3.9         0.14285714
  1.          1.74285714  1.57142857  0.5       ]"	33	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]	4	17
18	4	2.91532884735	"[ 1.26415094  0.          0.30188679  1.          0.37106918  1.0408805   0.
  0.01886792  1.          0.          7.40880503  0.16666667  2.
  0.17767296  0.91666667  1.66666667  0.66666667]"	100	17
3	7	2.19522786763	"[ 0.    0.    0.    0.    0.    0.    0.    0.    0.75  0.2   0.    0.4
  1.25  0.2   0.    0.    0.2 ]"	10	17
8	7	2.80481777854	"[ 0.    0.04  1.5   0.    1.    0.7   0.    0.    0.    1.    1.    0.    1.8
  0.    0.92  0.    0.04]"	69	17
34	5	3.47292458828	"[ 4.33333333  1.          1.          1.          0.          1.05882353
  0.5         0.          4.28571429  0.5         6.56470588  1.05882353
  3.96904762  2.99285714  1.          3.73669468  1.        ]"	117	17
93	4	3.48799379634	"[  4.52619048   1.51858974   4.30952381   1.73928571   1.25         3.91666667
   1.4          0.025        4.42916667   0.          14.39426407
  17.91704545  12.78333333   7.2375       3.24317766   8.83333333
   5.47692308]"	282	17
1	7	1.5487949407	"[ 0.125  0.     0.     0.     0.     0.     0.     0.     0.625  0.     0.125
  0.     0.125  0.     0.     0.     0.   ]"	8	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]	1	17
112	6	3.57683523442	"[  6.50709034   0.           3.85504202   3.83823529   3.68461134
   4.79035364   2.           0.41001401   9.74369748   3.09090909
  22.50584575  15.15251783  13.0494923    6.52214636   5.7254902
   9.53253119   1.59202317]"	421	17
28	6	3.42241023468	"[ 0.          0.          1.8         1.          1.11764706  0.6
  0.33333333  0.16666667  1.24313725  1.          4.64350356  1.2254902
  6.4727214   3.40790778  1.48717949  2.33574661  1.16666667]"	107	17
4	2	1.73449779679	"[ 0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.8  1.   0.   0.   0.
  0.2  0. ]"	17	17
9	6	2.28074610185	"[ 0.          0.          0.          0.          1.          0.          0.
  0.          0.          0.          1.          4.4         0.
  0.66666667  0.53333333  1.          0.4       ]"	18	17
57	5	3.66824193262	"[ 2.125       0.          1.          2.2         3.25        3.58333333
  1.25        0.          6.4504329   2.8         8.64393939  6.025
  7.61396104  3.66666667  1.85        3.54166667  3.        ]"	191	17
52	6	3.09357253058	"[  0.23333333   0.03333333   1.           1.           0.06666667   0.1
   0.           0.03333333   9.1452381    1.           8.19047619
   4.53055556   7.35952381   3.50238095   2.65674603  11.52142857
   1.62698413]"	228	17
14	6	2.96084457325	"[ 1.          0.          0.          0.          0.33333333  0.33333333
  0.          0.33333333  1.75        0.          0.          3.          3.
  0.5         0.5         2.75        0.5       ]"	46	17
4	6	2.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  1.]	12	17
23	6	3.62139584419	"[ 1.          0.          1.          1.4         0.          1.          0.
  0.66666667  2.43269231  1.6         4.15384615  2.66666667  1.91346154
  1.83333333  1.          1.          1.33333333]"	86	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]	5	17
598	4	3.62762618831	"[ 21.34994769   6.24703367  18.62647027  15.91659487  14.24413025
  23.81914505   6.33935743   7.74853881  60.62714115  16.0294616
  76.65724181  88.66094787  93.59644204  26.10813037  28.33732714
  72.3498372   21.34225281]"	1220	17
26	7	3.15403869541	"[ 2.6025641   0.25769231  2.05769231  0.03846154  0.15384615  1.23076923
  0.          0.          1.08333333  0.          7.02777778  3.87692308
  2.63034188  2.80769231  0.13034188  1.33333333  0.76923077]"	124	17
31	6	3.29727545245	"[ 1.          0.          1.35714286  0.          1.          0.57142857
  1.          0.          0.17028986  0.66666667  6.02173913  5.54824561
  5.52391304  2.25724638  2.61803966  2.38809524  0.87719298]"	103	17
4	7	2.02042046342	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.16666667  0.          0.33333333  1.          1.5         0.
  0.          1.          0.        ]"	14	17
4	6	1.95296316685	"[ 0.          0.          1.35714286  0.          0.          0.64285714
  0.          0.          1.          0.          0.          0.          1.
  0.          0.          0.          0.        ]"	11	17
331	2	3.62325947092	"[ 14.97142857   1.33333333  12.91785714   8.21785714   4.64468864
   8.58041925   4.84090909   1.61503497  32.01714933  14.20634883
  36.24732482  51.91602536  46.99171279  19.96107452  18.15044415
  40.83493162  13.55346043]"	841	17
96	4	3.43449720688	"[  4.46821175   0.17351269   1.60116083   0.27934111   3.02948245
   2.33799308   2.           0.16632231  10.65004041   2.76497696
  15.87571579  16.90105274  13.49557236   6.50766414   4.32035124
   9.77076132   1.65784082]"	563	17
46	4	3.4604009337	"[ 1.51156069  0.5         1.2395122   2.          0.72773157  1.91162313
  0.          1.          2.66219378  0.86433847  9.42622626  8.91466924
  4.71801122  0.52525125  2.02312139  5.02963928  2.94612153]"	382	17
12	6	2.56381444393	"[ 0.          0.          0.          0.          0.02040816  0.          0.
  0.02040816  1.55442177  0.          3.2244898   1.02040816  1.73469388
  0.26530612  1.06122449  3.09863946  0.        ]"	99	17
3777	4	3.63643022697	"[ 136.70023649   25.51681954  141.96130205   91.77282282   68.78521949
  112.53603392   37.84239927   33.46754622  393.96356949  110.57299275
  520.98306025  542.9037264   534.80576312  230.30560673  221.64224821
  383.76434307  189.47631017]"	1710	17
2	7	0.354363117058	"[ 0.          0.          0.          0.04878049  0.          0.          0.
  0.          0.          1.90243902  0.          0.          0.02439024
  0.          0.02439024  0.          0.        ]"	42	17
756	4	3.66608345343	"[  34.58196858    6.30926815   36.64387051   17.32179925   16.65976004
   18.26743852    9.34254386    3.57126422   73.57830411   24.88863691
   96.81294971   96.52664674  109.61942683   47.09039471   46.90897033
   84.45742607   33.41933147]"	1294	17
5	6	2.39370220129	"[ 0.    0.    1.    0.    0.    0.    0.    0.    0.    0.    0.4   1.25
  1.    0.2   0.    1.15  0.  ]"	15	17
13	4	2.75615607148	"[ 0.          0.          1.          0.          1.          0.          0.
  0.          0.33333333  0.          3.33333333  1.66666667  2.66666667
  0.16666667  0.16666667  2.5         0.16666667]"	39	17
211	5	3.61064718062	"[ 12.94086262   1.34137225  11.80768906   5.2630273    2.21618272
   7.57437997   0.9952381    0.47624572  25.99666846   2.65488388
  26.68258396  23.80964278  28.27192413  13.12047843  15.64806404
  21.49496184  10.70579475]"	810	17
1	6	-0.0	[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	2	17
11223	2	3.61913532597	"[  373.2785868     68.63864217   474.58708372   249.42857523   191.91166232
   327.95419808    98.08060468    89.03187178  1111.29922358   298.852489
  1560.74269308  1598.88479254  1594.2586299    710.50751821   700.58595303
  1208.94515318   566.0123227 ]"	1913	17
2	6	1.0	[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]	4	17
899	5	3.62238473463	"[  38.71163541    3.95644258   36.66004938   17.51064715   19.45981798
   24.65990437    8.63333333    7.95839259  103.09269896   32.61504659
  117.58760287  127.55128943  128.03465988   43.75562585   52.41125309
  100.01796144   36.38363909]"	1335	17
2	6	1.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.]	3	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]	3	17
