SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	PeptideMass	SpectrumMass	Retention	MassDiff	Adduct	Charge	SMILES	FDR
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	25047	25451	137430	21,24-Cyclolanost-8-ene-3,21,25-triol_21,24-Cyclolanost-8-ene-3,21,25-triol	35	458.376	459.382	-1	0.00078	M+H	1	CC(C)(O)C1CCC(C2CCC3(C)C4=C(CCC23C)C2(C)CCC(O)C(C)(C)C2CC4)C1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	25024	25428	660931	Antarlide_F	35	536.314	537.32	-1	0.00148	M+H	1	C/C1=C/C=C\C=C/C=C\C[C@H](O)/C(C)=C\C=C/[C@H](C)CC[C@H](O)C[C@@H]([C@H](C)[C@@H](O)c2cccc(O)c2)OC1=O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24964	25367	1716	Isariins_Isariin_A	35	637.441	638.446	-1	0.00238	M+H	1	CCCCCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24305	24704	194247	Isariins_Isariin_G2	35	609.41	610.417	-1	0.00018	M+H	1	CCCCCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6788	6843	233602	Atacamycin_A_9-Demethoxy,_14-deoxy	34	454.308	455.314	-1	0.00088	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)CC(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6119	6170	80890	3-Hydroxylanosta-7,9(11),24-trien-21-oic_acid_3-Hydroxylanosta-7,9(11),24-trien-21-oic_acid	34	454.345	455.351	-1	0.00098	M+H	1	CC(C)=CCCC(C(=O)O)C1CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	5330	5379	80890	3-Hydroxylanosta-7,9(11),24-trien-21-oic_acid_3-Hydroxylanosta-7,9(11),24-trien-21-oic_acid	34	454.345	455.351	-1	0.00098	M+H	1	CC(C)=CCCC(C(=O)O)C1CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	35720	36312	84493	Lanosta-7,9(11),24-triene-3,26,27-triol_Lanosta-7,9(11),24-triene-3,26,27-triol	34	456.36	457.366	-1	0.00078	M+H	1	CC(CCC=C(CO)CO)C1CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24651	25051	660931	Antarlide_F	34	536.314	537.319	-1	0.00178	M+H	1	C/C1=C/C=C\C=C/C=C\C[C@H](O)/C(C)=C\C=C/[C@H](C)CC[C@H](O)C[C@@H]([C@H](C)[C@@H](O)c2cccc(O)c2)OC1=O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	7618	7679	205887	Scopularide_A_Scopularide_A	33	671.426	672.433	-1	0.00028	M+H	1	CCCCCCC(C)C1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	7408	7469	631046	1alpha,25-dihydroxy-26,27-dimethyl-20,21,22,22,23,23-hexadehydrovitamin_D3_/_1alpha,25-dihydroxy-26,27-dimethyl-20,21,22,22,23,23-hexadehydrocholecalciferol_(5Z,7E)-(1S,3R)-26,27-dimethyl-9,10-seco-5,7,10(19),20-cholestatetraen-22-yne-1,3,25-triol	33	438.313	439.32	-1	-0.00012	M+H	1	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](C(=C)C#CCC(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6467	6520	233229	Chaxalactin_B_15-Me_ether	33	470.303	471.309	-1	0.00158	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)C(O)C(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6078	6128	233228	Chaxalactin_B_14-Deoxy	33	440.293	441.3	-1	0.00048	M+H	1	CC/C=C/C1C/C=C/C=C/C(O)CC(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	5652	5701	201580	3-Nor-3,4-seco-4(23),20(29)-lupadiene-2,28-dioic_acid_3-Nor-3,4-seco-4(23),20(29)-lupadiene-2,28-dioic_acid	33	456.324	457.331	-1	0.00058	M+H	1	C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C(C)(CC(=O)O)C(C(=C)C)CCC43C)C12	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	5571	5620	233602	Atacamycin_A_9-Demethoxy,_14-deoxy	33	454.308	455.315	-1	0.00038	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)CC(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55688	56686	643772	Desmethylisaridin_E	33	641.379	642.385	-1	0.00108	M+H	1	CC(C)C[C@@H]1OC(=O)CCNC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	5267	5316	233161	Chaxalactin_B_Chaxalactin_B	33	456.288	457.294	-1	0.00168	M+H	1	CC/C=C/C1C/C=C/C=C/C(O)C(O)C(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	47458	48310	661768	Thermoactinoamide_A	33	714.468	715.475	-1	-0.00012	M+H	1	CC[C@H](C)[C@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC1=O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	4091	4131	631100	(22E,24E,24bE)-1alpha,25-dihydroxy-22,23,24,24a,24b,24c-hexadehydro-24a,24b,24c-trihomovitamin_D3_/_(22E,24E,24bE)-1alpha,25-dihydroxy-22,23,24,24a,24b,24c-hexadehydro-24a,24b,24c-trihomocholecalciferol_(5Z,7E,22E,24E,24bE)-(1S,3R)-24a,24b,24c-trihomo-9,10-seco-5,7,10(19),22,24,24b-cholestahexaene-1,3,25-triol	33	452.329	453.336	-1	8e-05	M+H	1	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/C=C/C=C/C(C)(C)O)C[C@@H](O)C[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3785	3823	115351	3,4-Secolanosta-4(28),9(11),24-triene-3,26-dioic_acid,_9CI_3,4-Secolanosta-4(28),9(11),24-triene-3,26-dioic_acid,_9CI	33	470.34	471.346	-1	0.00098	M+H	1	C=C(C)C1CCC2C(=CCC3(C)C(C(C)CC/C=C(/C)C(=O)O)CCC23C)C1(C)CCC(=O)O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3488	3525	447371	Lansic_acid	33	468.324	469.331	-1	0.00058	M+H	1	C=C(C)[C@@H]1CCC(=C)[C@H](CC[C@H]2C(C)=CC[C@H]3C(=C)[C@H](C(=O)O)CC[C@@]32C)[C@@]1(C)CCC(=O)O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	32969	33490	145032	Sarcotrine_A_N-Dealkyl,_N-(2-phenylethyl)	33	517.319	518.323	-1	0.00348	M+H	1	CC1=C(O)C(C/C(C)=C\CCC(C)/C=C/C=C(/C)CCCC2=CCN(CCc3ccccc3)C2=O)OC1=O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3196	3232	531839	Tubelactomicin_B	33	470.34	471.346	-1	0.00168	M+H	1	CC1=CC2C(O)C(C)CCC2C2(C)C(=O)OC(C)C(C)CC/C=C(\C)C(O)C(C)/C=C/C=C/C12	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3069	3105	270633	7-nor-ergosterolide	33	414.313	415.32	-1	-2e-05	M+H	1	C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1C(=O)O3)C(C)C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	25037	25441	81147	Lanosta-8,23-diene-3,22,25-triol_(3β,22R,23E)-form	33	458.376	459.382	-1	0.00118	M+H	1	CC(C(O)/C=C/C(C)(C)O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	23687	24084	524226	"7,8,7',8'-Tetrahydrocapsorubin;3,3'-Di"	33	604.449	605.456	-1	0.00028	M+H	1	CC(/C=C/C=C(\C)CCC(=O)C1(C)CC(O)CC1(C)C)=C\C=C\C=C(C)\C=C\C=C(/C)CCC(=O)C1(C)CC(O)CC1(C)C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	11833	11946	71344	9,10-Secocholesta-5,7,10(19)-triene-3,25-diol_9,10-Secocholesta-5,7,10(19)-triene-3,25-diol	33	400.334	401.342	-1	-0.00042	M+H	1	C=C1CCC(O)C/C1=C/C=C1/CCCC2(C)C1CCC2C(C)CCCC(C)(C)O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	11741	11854	631100	(22E,24E,24bE)-1alpha,25-dihydroxy-22,23,24,24a,24b,24c-hexadehydro-24a,24b,24c-trihomovitamin_D3_/_(22E,24E,24bE)-1alpha,25-dihydroxy-22,23,24,24a,24b,24c-hexadehydro-24a,24b,24c-trihomocholecalciferol_(5Z,7E,22E,24E,24bE)-(1S,3R)-24a,24b,24c-trihomo-9,10-seco-5,7,10(19),22,24,24b-cholestahexaene-1,3,25-triol	33	452.329	453.336	-1	0.00028	M+H	1	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/C=C/C=C/C(C)(C)O)C[C@@H](O)C[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	7265	7324	233094	Neokadsuranic_acid_A_3α-Alcohol	32	454.345	455.352	-1	0.00068	M+H	1	C=C1C(C(C)CC/C=C(/C)C(=O)O)CCC2(C)C1C=C1C2CCC2C1(C)CCC(O)C2(C)C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6563	6617	233094	Neokadsuranic_acid_A_3α-Alcohol	32	454.345	455.351	-1	0.00148	M+H	1	C=C1C(C(C)CC/C=C(/C)C(=O)O)CCC2(C)C1C=C1C2CCC2C1(C)CCC(O)C2(C)C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6471	6524	631046	1alpha,25-dihydroxy-26,27-dimethyl-20,21,22,22,23,23-hexadehydrovitamin_D3_/_1alpha,25-dihydroxy-26,27-dimethyl-20,21,22,22,23,23-hexadehydrocholecalciferol_(5Z,7E)-(1S,3R)-26,27-dimethyl-9,10-seco-5,7,10(19),20-cholestatetraen-22-yne-1,3,25-triol	32	438.313	439.32	-1	8e-05	M+H	1	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](C(=C)C#CCC(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	6055	6105	233602	Atacamycin_A_9-Demethoxy,_14-deoxy	32	454.308	455.315	-1	0.00038	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)CC(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55699	56699	194244	Isariins_Isariin_F1	32	581.379	582.386	-1	0.00028	M+H	1	CCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CC)C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55665	56662	6983	Destruxins_5'-Carboxylic_acid	32	623.353	624.36	-1	0.00028	M+H	1	CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(C)C(=O)O)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55474	56463	194244	Isariins_Isariin_F1	32	581.379	582.387	-1	-0.00052	M+H	1	CCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CC)C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51913	52850	235397	3-Oxotirucalla-7,9(11),24-trien-21-oic_acid_3-Oxotirucalla-7,9(11),24-trien-21-oic_acid	32	452.329	453.338	-1	-0.00182	M+H	1	CC(C)=CCCC(C(=O)O)C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3=CCC12C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51335	52266	201580	3-Nor-3,4-seco-4(23),20(29)-lupadiene-2,28-dioic_acid_3-Nor-3,4-seco-4(23),20(29)-lupadiene-2,28-dioic_acid	32	456.324	457.33	-1	0.00168	M+H	1	C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C(C)(CC(=O)O)C(C(=C)C)CCC43C)C12	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49530	50425	653240	Macrolactin_Y	32	450.262	451.266	-1	0.00278	M+H	1	CO[C@@H]1/C=C\[C@H](O)C[C@@H](O)C/C=C\C=C/[C@@H](O)C/C=C\C=C/C(=O)O[C@@H](C)CCC[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	47745	48599	222145	21,24-Cyclolanosta-8,25-diene-3,21-diol_21,24-Cyclolanosta-8,25-diene-3,21-diol	32	440.365	441.371	-1	0.00088	M+H	1	C=C(C)C1CCC(C2CCC3(C)C4=C(CCC23C)C2(C)CCC(O)C(C)(C)C2CC4)C1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3723	3761	531839	Tubelactomicin_B	32	470.34	471.345	-1	0.00188	M+H	1	CC1=CC2C(O)C(C)CCC2C2(C)C(=O)OC(C)C(C)CC/C=C(\C)C(O)C(C)/C=C/C=C/C12	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3618	3656	227824	19-Norcucurbita-5,7,9,22,24-pentaen-3-ol_19-Norcucurbita-5,7,9,22,24-pentaen-3-ol	32	406.324	407.33	-1	0.00098	M+H	1	CC(C)=C/C=C/C(C)C1CCC2(C)c3ccc4c(c3CCC12C)CCC(O)C4(C)C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3554	3591	630770	(23E)-1alpha,25-dihydroxy-16,17,23,24-tetradehydrovitamin_D3_/_(23E)-1alpha,25-dihydroxy-16,17,23,24-tetradehydrocholecalciferol_(5Z,7E,23E)-(1S,3R)-9,10-seco-5,7,10(19),16,23-cholestapentaene-1,3,25-triol	32	412.298	413.305	-1	-0.00012	M+H	1	C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/C(C)(C)O)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	3483	3520	92866	3,23-Dihydroxy-7,14,24-mariesatrien-26-oic_acid_3,23-Dihydroxy-7,14,24-mariesatrien-26-oic_acid	32	470.34	471.346	-1	0.00118	M+H	1	C/C(=C/C(O)CC(C)C1(C)CC=C2C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC21C)C(=O)O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	28225	28667	233602	Atacamycin_A_9-Demethoxy,_14-deoxy	32	454.308	455.315	-1	-0.00022	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)CC(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	2773	2809	630761	25-hydroxy-16,17,23,24-tetradehydrovitamin_D3_/_25-hydroxy-16,17,23,24-tetradehydrocholecalciferol_(5Z,7E,23E)-(3S)-9,10-seco-5,7,10(19),16,23-cholestapentaene-3,25-diol	32	396.303	397.311	-1	-0.00042	M+H	1	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)C([C@H](C)C/C=C/C(C)(C)O)=CC[C@@H]12	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	22066	22442	630757	1alpha,25-dihydroxy-16,17,23,23,24,24-hexadehydrovitamin_D3_/_1alpha,25-dihydroxy-16,17,23,23,24,24-hexadehydrocholecalciferol_(5Z,7E)-(1S,3R)-9,10-seco-5,7,10(19),16-cholestatetraen-23-yne-1,3,25-triol	32	410.282	411.289	-1	0.00038	M+H	1	C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)CC#CC(C)(C)O)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	21908	22283	180858	4-Methylcholesta-8,14,24-triene-3,23-diol_4-Methylcholesta-8,14,24-triene-3,23-diol	32	412.334	413.341	-1	-0.00022	M+H	1	CC(C)=CC(O)CC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	20123	20461	181971	Amphidinolide_B_16-Deoxy	32	546.356	547.361	-1	0.00228	M+H	1	C=C1/C=C(/C)C(C)CC(O)CC(=O)C(O)C(O)C(C)CC(C)OC(=O)/C(C)=C\CC/C=C/C2OC2CC(C)C1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	17725	18033	188583	Cholesta-5,22-dien-3-ol,_9CI_3-O-Sulfate	32	464.296	465.303	-1	0.00018	M+H	1	CC(C)C/C=C/C(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	15371	15618	188583	Cholesta-5,22-dien-3-ol,_9CI_3-O-Sulfate	32	464.296	465.303	-1	-0.00022	M+H	1	CC(C)C/C=C/C(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	12871	13003	184452	Ergosta-5,24(28)-diene-3,25-diol_Ergosta-5,24(28)-diene-3,25-diol	32	414.35	415.357	-1	0.00048	M+H	1	C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)(C)O	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	11963	12077	222154	Triprenyl-ar-curcumene_Triprenyl-ar-curcumene	32	406.36	407.368	-1	-0.00072	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)c1ccc(C)cc1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	11956	12070	222154	Triprenyl-ar-curcumene_Triprenyl-ar-curcumene	32	406.36	407.368	-1	-0.00082	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)c1ccc(C)cc1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	11210	11316	222154	Triprenyl-ar-curcumene_Triprenyl-ar-curcumene	32	406.36	407.368	-1	-0.00062	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)c1ccc(C)cc1	0.00
929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	7655	7717	6764	Stigmasta-7,16,25-trien-3-ol_Stigmasta-7,16,25-trien-3-ol	31	410.355	411.362	-1	0.00018	M+H	1	C=C(C)C(CC)CCC(C)C1=CCC2C3=CCC4CC(O)CCC4(C)C3CCC12C	0.00
