SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	PeptideMass	SpectrumMass	Retention	MassDiff	Adduct	Charge	SMILES	FDR
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	34850	335447	246662	GameXPeptide_A_GameXPeptide_A	21	585.389	586.396	384.178	0.00028	M+H	1	CC(C)CC1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	34598	333652	435155	N/A	21	578.345	579.351	283.012	0.00127	M+H	1	CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@@H](C)/C=C/C=C(\C)[C@@H]1OC(=O)C[C@H](OC(C)=O)CC[C@@](C)(O)[C@@H](OC(C)=O)/C=C/[C@@H]1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33968	325760	146328	Amphidinolide_G_16,18-Diepimer	21	562.351	563.356	321.164	0.00226	M+H	1	C=C1/C=C(/C)C(C)CC(O)CC(=O)C(O)C(O)C(C)CC(O)COC(=O)/C(C)=C\CC/C=C/C2OC2CC(C)C1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33868	324805	530155	HA-1-92	21	560.335	561.34	311.184	0.00225	M+H	1	CC1CCC(=O)/C=C/C=C/C=C/C=C/C=C/C=C\C(C(=O)O)CCC(O)CC(O)CC(O)CC(O)CC(O)CC1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33467	319597	427461	N/A	21	550.314	551.319	437.33	0.00231	M+H	1	CC[C@H](O)[C@@H](C)[C@H]1O[C@H]1C[C@@H](C)/C=C/C=C(\C)[C@@H]1OC(=O)C[C@H](O)CC(=O)[C@@](C)(O)[C@H](OC(C)=O)/C=C/[C@H]1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33465	319583	393778	N/A	21	550.314	551.319	244.149	0.00231	M+H	1	CC(=O)O[C@H]1/C=C/[C@H](C)[C@H](/C(C)=C/C=C/[C@H](C)C[C@@H](O)/C=C(\C)C(=O)[C@@H](C)O)OC(=O)C[C@H](O)CC[C@@]1(C)O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	27222	256268	51910	2-Polyprenyl-1,4-benzenediols_Quinone	21	448.334	449.341	315.816	0.00028	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC1=CC(=O)C=CC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	26700	252325	631058	1alpha,25-dihydroxy-11alpha-vinylvitamin_D3_/_1alpha,25-dihydroxy-11alpha-vinylcholecalciferol_(5Z,7E)-(1S,3R,11S)-11-vinyl-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol	21	442.345	443.352	476.53	0.00029	M+H	1	C=C[C@H]1C/C(=C\C=C2\C[C@@H](O)C[C@H](O)C2=C)[C@@H]2CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]2(C)C1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	7427	57989	119430	Sceptrine_3'-Debromo	20	540.135	271.074	86.8964	0.00154	M+2H	2	N=c1[nH]cc(C2C(CNC(=O)c3ccc[nH]3)C(CNC(=O)c3cc(Br)c[nH]3)C2c2c[nH]c(=N)[nH]2)[nH]1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	35298	341782	36492	Spermidine_N''-(3,4-Dihydroxycinnamoyl),_N,N'-bis(4-hydroxycinnamoyl)	20	599.263	600.27	225.02	0.00026	M+H	1	O=C(/C=C/c1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)/C=C/c1ccc(O)cc1)C(=O)/C=C/c1ccc(O)cc1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33898	325234	68975	12-Hydroxy-9-octadecenoic_acid,_9CI_Lactone_dimer	20	560.48	561.487	393.717	0.00028	M+H	1	CCCCCCC1C/C=C/CCCCCCCC(=O)OC(CCCCCC)C/C=C/CCCCCCCC(=O)O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	32805	311382	660931	Antarlide_F	20	536.314	537.321	386.02	0.0003	M+H	1	C/C1=C/C=C\C=C/C=C\C[C@H](O)/C(C)=C\C=C/[C@H](C)CC[C@H](O)C[C@@H]([C@H](C)[C@@H](O)c2cccc(O)c2)OC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	30919	294546	233562	Atacamycin_A_Atacamycin_A	20	500.314	501.32	471.135	0.00127	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)C(O)C(O)C(C)/C=C/C(OC)C(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28765	269873	237629	3-Hydroxy-11-oxolanosta-7,16,24-trien-21-oic_acid_3-Hydroxy-11-oxolanosta-7,16,24-trien-21-oic_acid	20	468.324	469.331	297.911	0.00029	M+H	1	CC(C)=CCCC(C(=O)O)C1=CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3C(=O)CC12C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28431	266786	175057	4,15-Epoxy-3,7,8,12-tetrahydroxy-5-lathyren-14-one_8-Me_ether,_3,12-di-Ac	20	464.241	465.246	229.72	0.00228	M+H	1	COC1C(O)/C(C)=C\C23OC2(CC(C)C3OC(C)=O)C(=O)C(C)C(OC(C)=O)C2C1C2(C)C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	26270	248477	203372	8-Acetyl-5,7-dihydroxy-2-methyl-2-(4-methyl-3-pentenyl)chromene_5-O-(3,7-Dimethyl-2E,6-octadienyl)	20	438.277	439.284	475.772	0.00028	M+H	1	CC(=O)c1c(O)cc(OC/C=C(/C)CCC=C(C)C)c2c1OC(C)(CCC=C(C)C)C=C2	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	26008	239838	55167	Cadabicine_Cadabicine	20	435.216	436.222	167.011	0.0013	M+H	1	O=C1/C=C/c2ccc(O)c(c2)Oc2ccc(cc2)/C=C/C(=O)NCCCNCCCCN1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	24843	222776	227612	Cucurbita-1(10),5,22,24-tetraen-3-ol_Cucurbita-1(10),5,22,24-tetraen-3-ol	20	422.355	423.362	518.984	0.00028	M+H	1	CC(C)=C/C=C/C(C)C1CCC2(C)C3CC=C4C(=CCC(O)C4(C)C)C3(C)CCC12C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	23019	206202	128085	2,6,10,15,19,23-Hexamethyl-2,4,6,8,10,12,14,16,18,20,22-tetracosaundecaene_4,5,20,21-Tetrahydro	20	404.344	405.354	551.693	-0.00272	M+H	1	CC(C)=CCC/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(\C)CCC=C(C)C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	4226	34650	148073	Arenosclerin_A_Deoxy,_23,24-dihydro	19	468.444	235.229	319.667	0.00056	M+2H	2	C1=C/CCN2CCC3C(CCCCCC/C=C/CCCCN4CC(CCCCCC/1)CC3C4)C2	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	36844	364366	198048	Fusaristatin_A_Fusaristatin_A	19	658.431	659.438	413.895	0.00029	M+H	1	C=C1NC(=O)C(C)C(CCC(C)C(=O)/C=C/C(C)=C/CCC(C)CCCCCC)OC(=O)C(CCC(=N)O)NC(=O)C(C)CNC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	36505	359876	217129	Bn-NCC-3_1,20-Didehydro,_3'-Me_ester	19	642.269	643.276	256.76	0.00028	M+H	1	C=CC1=C(C)/C(=C/c2[nH]c(C3c4[nH]c(Cc5[nH]c(C=O)c(C)c5CCO)c(C)c4C(=O)C3C(=O)OC)c(CCC(=O)O)c2C)NC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	35784	350008	161811	Spermidine_N',N''-Bis(3,4-dihydroxycinnamoyl),_N-(4-hydroxycinnamoyl)	19	615.258	616.264	222.283	0.0013	M+H	1	O=C(/C=C/c1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)/C=C/c1ccc(O)cc1)C(=O)/C=C/c1ccc(O)c(O)c1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	35737	348985	195556	Spermidine_N-(4-Hydroxy-3-methoxy-E-cinnamoyl),_N',N''-bis(4-hydroxy-E-cinnamoyl)	19	613.279	614.286	240.693	0.00027	M+H	1	COc1cc(/C=C/C(=O)NCCCN(CCCCNC(=O)/C=C/c2ccc(O)cc2)C(=O)/C=C/c2ccc(O)cc2)ccc1O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	35349	342438	2716	Cyclosporin,_9CI_Cyclosporin_A	19	1201.84	601.928	386.441	-0.0014	M+2H	2	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	34512	332333	431143	N/A	19	576.33	577.334	282.148	0.0033	M+H	1	CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@@H](C)/C=C/C=C(\C)[C@@H]1OC(=O)C[C@H](O)/C=C/[C@@](C)(OC(C)=O)[C@H](OC(C)=O)/C=C/[C@H]1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	34296	330076	514716	5-Dedesosaminyl-mycinamicin_II	19	570.304	571.311	326.518	0.00031	M+H	1	CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]2O[C@@H]2[C@]1(O)COC1OC(C)C(O)C(OC)C1OC	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33000	315891	119430	Sceptrine_3'-Debromo	19	540.135	541.141	87.1677	0.00129	M+H	1	N=c1[nH]cc(C2C(CNC(=O)c3ccc[nH]3)C(CNC(=O)c3cc(Br)c[nH]3)C2c2c[nH]c(=N)[nH]2)[nH]1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	32606	309565	437412	N/A	19	532.304	533.309	288.718	0.00226	M+H	1	CCC(=O)[C@H](C)[C@H]1O[C@@H]1C[C@@H](C)/C=C/C=C(\C)[C@@H]1OC(=O)C[C@H](O)/C=C/[C@@](C)(O)[C@H](OC(C)=O)/C=C/[C@H]1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	31470	299713	174007	Pladienolide_A_20ξ-Hydroxy	19	510.319	511.324	438.999	0.00227	M+H	1	CCC(O)C(C)(O)C1OC1CC(C)/C=C/C=C(/C)C1OC(=O)CC(O)CCC(C)(O)C(O)/C=C/C1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	31019	295582	231327	Guttiferone_Q_Guttiferone_Q	19	502.308	503.316	426.857	-0.00073	M+H	1	CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C(C(=O)c3ccccc3)=C(O)C1C2=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28944	271378	126296	Neokadsuranic_acid_C_Neokadsuranic_acid_C	19	470.34	471.346	504.999	0.00127	M+H	1	C/C(=C/CCC(C)C1CCC2(C)C3=C(CC2C1(C)O)C1(C)CCC(=O)C(C)(C)C1CC3)C(=O)O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	27871	262330	645740	Gloeophyllin_F	19	456.36	457.367	412.431	0.00028	M+H	1	C=C(CCC(C(=O)O)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3)C(C)C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	27572	259681	67462	25-Methylergosta-5,7,22-trien-3-ol_Ac	19	452.365	453.372	492.892	0.00027	M+H	1	CC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)/C=C/C(C)C(C)(C)C)C1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	27545	259286	175104	Tyromycic_acid_E_Tyromycic_acid_E	19	452.329	453.336	497.793	0.00028	M+H	1	C=C1C(C(C)C/C=C(/C)C(=O)O)CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	27383	257432	188622	2-Methyl-2-(polyprenylmethyl)-2H-1-benzopyran-6-ol_3,4-Dihydro	19	450.35	451.357	338.451	0.00029	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC1(C)CCc2cc(O)ccc2O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	27341	256953	653240	Macrolactin_Y	19	450.262	451.266	237.367	0.00329	M+H	1	CO[C@@H]1/C=C\[C@H](O)C[C@@H](O)C/C=C\C=C/[C@@H](O)C/C=C\C=C/C(=O)O[C@@H](C)CCC[C@@H]1O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	26879	253727	631073	1alpha,25-dihydroxy-26,27-dimethylvitamin_D3_/_1alpha,25-dihydroxy-26,27-dimethylcholecalciferol_(5Z,7E)-(1S,3R)-26,27-dimethyl-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol	19	444.36	445.368	488.502	-0.00073	M+H	1	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(O)(CC)CC)C[C@@H](O)C[C@@H]1O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	26518	250756	103187	20(29)-Lupene-3,7-diol_3-Ketone	19	440.365	441.372	491.836	0.00027	M+H	1	C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CC(O)C43C)C12	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	25436	227456	142356	α-Tocopherol_12',13'-Didehydro	19	428.365	429.372	583.748	0.00027	M+H	1	C=C(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	25241	225988	70070	9,10-Secocholesta-5,7,10(19)-trien-3-ol,_9CI_Ac	19	426.35	427.358	487.111	-0.00072	M+H	1	C=C1CCC(OC(C)=O)C/C1=C/C=C1/CCCC2(C)C1CCC2C(C)CCCC(C)C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	25020	224294	194378	26,27-Cyclo-3-hydroxy-26-methylergosta-5,8-dien-7-one_26,27-Cyclo-3-hydroxy-26-methylergosta-5,8-dien-7-one	19	424.334	425.341	524.344	0.00028	M+H	1	CC(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1=CC3=O)C1CC1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	24291	219238	70972	9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol,_9CI_9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol,_9CI	19	416.329	417.336	519.24	0.00028	M+H	1	C=C1/C(=C\C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	23975	213882	289375	cyclo-[Phe1-cis-Pro2-Ile3-Ile4-cis-Pro5-Tyr6-cis-Pro7]|phakellistatin_2	19	827.458	414.736	288.102	0.00058	M+2H	2	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	23882	213161	11619	25-Methyl-24-methylenecholest-5-en-3-ol_25-Methyl-24-methylenecholest-5-en-3-ol	19	412.371	413.378	515.983	0.00029	M+H	1	C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)(C)C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	23646	211277	41289	3-Hydroxyergosta-5,8,22-trien-7-one_3-Hydroxyergosta-5,8,22-trien-7-one	19	410.318	411.326	505.085	-0.00071	M+H	1	CC(C)C(C)/C=C/C(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1=CC3=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	36999	367191	132310	Triptotin_L_Triptotin_L	18	665.473	666.479	436.879	0.00128	M+H	1	CC(C)CCCCC(C)(C)CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	36189	354810	167260	Plactin_A_4'-Deoxy	18	628.406	629.413	279.072	0.00026	M+H	1	CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	35153	340340	59383	Strevertenes_Strevertene_C	18	594.34	595.345	273.192	0.00231	M+H	1	CCC1OC(=O)C(C)C(O)CC(O)CC(O)CCCC(O)CC(O)C(C(=O)O)C(O)/C=C/C=C/C=C/C=C/C=C/C1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	34706	334443	194244	Isariins_Isariin_F1	18	581.379	582.386	331.269	0.00029	M+H	1	CCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CC)C(=O)O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	33531	319924	246664	GameXPeptide_C_GameXPeptide_C	18	551.405	552.412	372.102	0.00029	M+H	1	CC(C)CC1NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	32710	310529	174004	Pladienolide_A_21-Ketone,_7-Ac	18	534.319	535.324	273.215	0.00231	M+H	1	CCC(=O)C(C)C1OC1CC(C)/C=C/C=C(/C)C1OC(=O)CC(O)CCC(C)(O)C(OC(C)=O)/C=C/C1C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	31247	297629	251911	3,4-Dihydro-5-hydroxy-2,7-dimethyl-8-(3-methyl-2-butenyl)-2-(4-methyl-1,3-pentadienyl)-2H-1-benzopyran-6-carboxylic_acid_Ester_with_(+)-Borneol_JST32	18	506.34	507.347	545.33	0.0003	M+H	1	CC(C)=C/C=C/C1(C)CCc2c(O)c(C(=O)OC3CC4CCC3(C)C4(C)C)c(C)c(CC=C(C)C)c2O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	30732	289341	55801	Spermidine_N,N''-Bis(4-hydroxy-3-methoxycinnamoyl)	18	497.253	498.26	193.716	0.00027	M+H	1	COc1cc(/C=C/C(=O)NCCCCNCCCNC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	29307	277189	372463	stylissamide_X	18	951.522	476.768	349.88	0.00054	M+2H	2	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C1=O	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28912	271015	233229	Chaxalactin_B_15-Me_ether	18	470.303	471.307	420.649	0.00327	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)C(O)C(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28816	270505	55799	Spermidine_N,N''-Bis(3,4-dihydroxycinnamoyl)	18	469.221	470.228	161.349	0.00028	M+H	1	O=C(/C=C/c1ccc(O)c(O)c1)NCCCCNCCCNC(=O)/C=C/c1ccc(O)c(O)c1	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28801	270442	80642	3-Hydroxy-24-methylene-7,9(11)-lanostadien-21-oic_acid_3-Hydroxy-24-methylene-7,9(11)-lanostadien-21-oic_acid	18	468.36	469.368	493.496	-0.00073	M+H	1	C=C(CCC(C(=O)O)C1CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C)C(C)C	0.00
b6e15e30aea24ded9a413379dee0b4eb/spectra/specs_ms.mgf	28576	267968	193373	3,4-Epoxy-7(14)-bisabolene-1,2,8,10,11-pentol_1,8-Diangeloyl	18	466.257	467.261	258.135	0.00329	M+H	1	C=C(C(CC(O)C(C)(C)O)OC(=O)/C(C)=C\C)C1CC2OC2(C)C(O)C1OC(=O)/C(C)=C\C	0.00
